,Correct,Incorrect,Count,Label
really,100.0,0.0,12,O
progressed,100.0,0.0,2,O
what,100.0,0.0,60,O
signs,100.0,0.0,2,O
further,100.0,0.0,19,O
breakthroughs,100.0,0.0,1,O
along,100.0,0.0,15,O
frontline,100.0,0.0,1,O
big,100.0,0.0,5,O
early,100.0,0.0,10,O
June,100.0,0.0,8,Temporal
land,100.0,0.0,6,O
seized.,100.0,0.0,2,O
attacked,100.0,0.0,4,O
three,100.0,0.0,29,O
points,100.0,0.0,9,O
600-mile-plus,100.0,0.0,1,O
965km,100.0,0.0,1,O
frontline.,100.0,0.0,1,O
the south-east of the city of Zaporizhzhia,100.0,0.0,1,Location
Striking,100.0,0.0,1,O
direction,100.0,0.0,5,O
towards,100.0,0.0,5,O
Sea of Azov,100.0,0.0,1,Location
Russia 's supply lines,100.0,0.0,1,Location
There,100.0,0.0,13,O
except,100.0,0.0,1,O
the villages of Robotyne,100.0,0.0,1,Location
Verbove,100.0,0.0,3,Location
highlighted,100.0,0.0,4,O
purple,100.0,0.0,1,O
map,100.0,0.0,3,O
above,100.0,0.0,1,O
sever,100.0,0.0,1,O
main,100.0,0.0,9,O
supply,100.0,0.0,12,O
route,100.0,0.0,1,O
Despite,100.0,0.0,5,O
sightings,100.0,0.0,1,O
Ukrainian troops,100.0,0.0,2,Organisation
structures,100.0,0.0,2,O
the southern front,100.0,0.0,1,Location
verified,100.0,0.0,1,O
nine,100.0,0.0,2,O
social,100.0,0.0,7,O
media,100.0,0.0,10,O
videos,100.0,0.0,3,O
the frontline near Verbove,100.0,0.0,1,Location
Four,100.0,0.0,2,O
north of Verbove,100.0,0.0,1,Location
incursions,100.0,0.0,1,O
managed,100.0,0.0,6,O
So,100.0,0.0,27,O
infantry,100.0,0.0,4,MilitaryPlatform
seeing,100.0,0.0,2,O
armoured,100.0,0.0,1,O
columns,100.0,0.0,1,O
pouring,100.0,0.0,1,O
exploiting,100.0,0.0,3,O
gap,100.0,0.0,4,O
holding,100.0,0.0,3,O
taken.,100.0,0.0,1,O
What,100.0,0.0,12,O
stopping,100.0,0.0,2,O
faster,100.0,0.0,3,O
counter,100.0,0.0,7,O
coming,100.0,0.0,4,O
ago,100.0,0.0,10,O
spent,100.0,0.0,5,O
building,100.0,0.0,18,O
formidable,100.0,0.0,1,O
layered,100.0,0.0,1,O
depth.,100.0,0.0,1,O
space,100.0,0.0,7,O
interlocking,100.0,0.0,1,O
bunkers,100.0,0.0,3,MilitaryPlatform
covered,100.0,0.0,2,O
artillery.,100.0,0.0,2,MilitaryPlatform
so-called,100.0,0.0,4,O
concrete,100.0,0.0,1,O
anti-tank barriers,100.0,0.0,1,MilitaryPlatform
Vast,100.0,0.0,1,O
slowed,100.0,0.0,1,O
These,100.0,0.0,7,O
intensely,100.0,0.0,2,O
packed,100.0,0.0,3,O
places,100.0,0.0,1,O
attempt,100.0,0.0,3,O
charge,100.0,0.0,3,O
failure,100.0,0.0,4,O
modern,100.0,0.0,9,O
Western-supplied,100.0,0.0,1,O
armour,100.0,0.0,1,O
crippled,100.0,0.0,1,O
burning.,100.0,0.0,1,O
Ukrainian infantry,100.0,0.0,1,Organisation
similarly,100.0,0.0,1,O
unstuck,100.0,0.0,1,O
horrific,100.0,0.0,1,O
resort,100.0,0.0,3,O
clearing,100.0,0.0,4,O
foot,100.0,0.0,1,O
night,100.0,0.0,4,O
sometimes,100.0,0.0,5,O
fire.,100.0,0.0,1,O
Hence,100.0,0.0,1,O
date,100.0,0.0,5,O
Ukraine 's tanks,100.0,0.0,1,MilitaryPlatform
vulnerable,100.0,0.0,4,O
Russia 's mines,100.0,0.0,1,Weapon
anti-tank missiles,100.0,0.0,1,Weapon
analysed,100.0,0.0,2,O
shows,100.0,0.0,7,O
British-supplied,100.0,0.0,1,O
Challenger 2 tank,100.0,0.0,1,MilitaryPlatform
got,100.0,0.0,6,O
forward,100.0,0.0,15,O
numbers,100.0,0.0,3,O
once,100.0,0.0,8,O
sufficiently,100.0,0.0,1,O
cleared,100.0,0.0,1,O
artillery,100.0,0.0,4,MilitaryPlatform
subdued,100.0,0.0,1,O
problem,100.0,0.0,6,O
Dr Marina Miron,100.0,0.0,1,Person
King 's College London War Studies Department,100.0,0.0,1,Organisation
get,100.0,0.0,19,O
opening,100.0,0.0,4,O
Meanwhile,100.0,0.0,2,O
battlefront,100.0,0.0,1,Location
dynamic,100.0,0.0,3,O
reverse,100.0,0.0,2,O
geolocated,100.0,0.0,1,O
backs,100.0,0.0,2,O
reports,100.0,0.0,8,O
elite airborne forces,100.0,0.0,1,MilitaryPlatform
close,100.0,0.0,19,O
town,100.0,0.0,4,O
move,100.0,0.0,11,O
aimed,100.0,0.0,6,O
plugging,100.0,0.0,1,O
any,100.0,0.0,30,O
gaps,100.0,0.0,2,O
created,100.0,0.0,2,O
Ukraine 's counter-offensive.,100.0,0.0,1,MilitaryPlatform
face,100.0,0.0,12,O
battlefield,100.0,0.0,5,O
Kateryna Stepanenko,100.0,0.0,1,Person
US-based,100.0,0.0,1,Location
tank,100.0,0.0,1,O
Institute for the Study of War.,100.0,0.0,1,Location
Alongside,100.0,0.0,1,O
artillery fire,100.0,0.0,1,Weapon
Russian defensive structures,100.0,0.0,1,MilitaryPlatform
extensively,100.0,0.0,2,O
electronic,100.0,0.0,4,O
warfare,100.0,0.0,4,O
measures,100.0,0.0,4,O
impede,100.0,0.0,1,O
signals,100.0,0.0,2,O
barely,100.0,0.0,1,O
coast,100.0,0.0,5,O
reality,100.0,0.0,4,O
nuanced,100.0,0.0,1,O
southern frontline Russia 's forces,100.0,0.0,1,MilitaryPlatform
exhausted,100.0,0.0,1,O
possibly,100.0,0.0,1,O
demoralised,100.0,0.0,1,O
sustaining,100.0,0.0,1,O
intensive,100.0,0.0,2,O
long-range,100.0,0.0,2,O
strikes,100.0,0.0,8,O
targeting,100.0,0.0,6,O
break,100.0,0.0,1,O
remaining,100.0,0.0,5,O
Russian defences,100.0,0.0,2,MilitaryPlatform
reach,100.0,0.0,6,O
Tokmak,100.0,0.0,3,Location
bring,100.0,0.0,6,O
road,100.0,0.0,5,O
routes,100.0,0.0,1,O
offensive,100.0,0.0,4,O
judged,100.0,0.0,1,O
qualified,100.0,0.0,1,O
success,100.0,0.0,8,O
drag,100.0,0.0,1,O
2024,100.0,0.0,6,Temporal
perhaps,100.0,0.0,3,O
longer,100.0,0.0,5,O
seriously,100.0,0.0,1,O
undermine,100.0,0.0,1,O
Moscow 's,100.0,0.0,2,Organisation
effort,100.0,0.0,10,O
put,100.0,0.0,11,O
position,100.0,0.0,6,O
peace,100.0,0.0,16,O
talks,100.0,0.0,3,O
eventually,100.0,0.0,5,O
begin.,100.0,0.0,1,O
clock,100.0,0.0,1,O
ticking.,100.0,0.0,1,O
rainy,100.0,0.0,1,O
season,100.0,0.0,2,O
arrive,100.0,0.0,2,O
turning,100.0,0.0,6,O
roads,100.0,0.0,1,O
mud,100.0,0.0,1,O
hindering,100.0,0.0,1,O
advances.,100.0,0.0,1,O
Beyond,100.0,0.0,1,O
lies,100.0,0.0,4,O
uncertainty,100.0,0.0,1,O
US,100.0,0.0,16,Organisation
elections,100.0,0.0,5,O
Republican,100.0,0.0,11,O
victory,100.0,0.0,5,O
US military,100.0,0.0,1,Organisation
slashed.,100.0,0.0,1,O
President Putin,100.0,0.0,1,Person
tough,100.0,0.0,5,O
until,100.0,0.0,7,O
then.,100.0,0.0,2,O
know,100.0,0.0,49,O
succeed,100.0,0.0,1,O
duelling,100.0,0.0,1,O
close-up,100.0,0.0,1,O
counterparts,100.0,0.0,3,O
kind,100.0,0.0,14,O
high-tech,100.0,0.0,1,O
battle.,100.0,0.0,1,O
people,100.0,0.0,43,O
directly,100.0,0.0,8,O
involved,100.0,0.0,4,O
Illia Vitiuk,100.0,0.0,1,Person
head,100.0,0.0,6,O
the Ukrainian Security Service 's ( SBU ) cyber department,100.0,0.0,1,Organisation
Speaking,100.0,0.0,2,O
protected,100.0,0.0,4,O
SBU headquarters,100.0,0.0,1,Organisation
explains,100.0,0.0,5,O
teams,100.0,0.0,7,O
mix,100.0,0.0,2,O
hackers,100.0,0.0,6,O
special forces,100.0,0.0,1,MilitaryPlatform
getting,100.0,0.0,8,O
systems,100.0,0.0,17,O
working,100.0,0.0,28,O
alongside,100.0,0.0,12,O
snipers,100.0,0.0,1,O
deploying,100.0,0.0,1,O
technologies,100.0,0.0,3,O
The department,100.0,0.0,1,Organisation
Artificial,100.0,0.0,1,O
Intelligence,100.0,0.0,1,O
AI,100.0,0.0,3,O
visual,100.0,0.0,1,O
recognition,100.0,0.0,1,O
analyse,100.0,0.0,1,O
information,100.0,0.0,8,O
gathered,100.0,0.0,3,O
aerial drones,100.0,0.0,1,MilitaryPlatform
intelligence,100.0,0.0,8,O
human,100.0,0.0,9,O
sources,100.0,0.0,6,O
satellites,100.0,0.0,1,O
technical,100.0,0.0,1,O
provide,100.0,0.0,20,O
targets,100.0,0.0,11,O
the military.,100.0,0.0,1,Organisation
type,100.0,0.0,4,O
military weapons,100.0,0.0,2,Weapon
Mr Vitiuk,100.0,0.0,2,Person
hack,100.0,0.0,1,O
surveillance,100.0,0.0,3,O
cameras,100.0,0.0,1,O
occupied,100.0,0.0,4,O
watch,100.0,0.0,6,O
Russian troop,100.0,0.0,1,Organisation
And,100.0,0.0,50,O
kamikaze drones,100.0,0.0,1,MilitaryPlatform
Russian cameras,100.0,0.0,1,MilitaryPlatform
movements.,100.0,0.0,1,O
requires,100.0,0.0,2,O
undercover,100.0,0.0,1,O
Drones,100.0,0.0,1,MilitaryPlatform
act,100.0,0.0,7,O
leading,100.0,0.0,11,O
edge,100.0,0.0,1,O
innovation,100.0,0.0,8,O
conflict,100.0,0.0,16,O
use.,100.0,0.0,1,O
Head,100.0,0.0,1,O
The SBU,100.0,0.0,1,Organisation
flies,100.0,0.0,1,O
plays,100.0,0.0,3,O
cat,100.0,0.0,1,O
mouse,100.0,0.0,1,O
disrupt,100.0,0.0,6,O
those,100.0,0.0,36,O
belonging,100.0,0.0,2,O
Russia.,100.0,0.0,1,Location
deploys,100.0,0.0,1,O
sensors,100.0,0.0,4,O
detect,100.0,0.0,4,O
operators,100.0,0.0,4,O
jam,100.0,0.0,1,O
sending,100.0,0.0,3,O
commands,100.0,0.0,3,O
land.,100.0,0.0,2,O
All,100.0,0.0,6,O
frequently,100.0,0.0,2,O
done,100.0,0.0,8,O
quarters.,100.0,0.0,1,O
carries,100.0,0.0,4,O
risk,100.0,0.0,10,O
members.,100.0,0.0,2,O
protect,100.0,0.0,13,O
security,100.0,0.0,87,O
outside,100.0,0.0,5,O
the capital,100.0,0.0,1,Location
Anton,100.0,0.0,3,Person
learnt,100.0,0.0,1,O
fly,100.0,0.0,6,O
previous,100.0,0.0,5,O
life,100.0,0.0,6,O
high-end,100.0,0.0,1,O
travel,100.0,0.0,4,O
guide,100.0,0.0,1,O
lesson,100.0,0.0,1,O
stay,100.0,0.0,6,O
alive,100.0,0.0,3,O
avoiding,100.0,0.0,1,O
detected.,100.0,0.0,1,O
stages,100.0,0.0,1,O
flown,100.0,0.0,2,O
six,100.0,0.0,9,O
front.,100.0,0.0,5,O
closer,100.0,0.0,4,O
overcome,100.0,0.0,3,O
Russian jamming signals.,100.0,0.0,1,Weapon
distance,100.0,0.0,1,O
shorter,100.0,0.0,1,O
right,100.0,0.0,19,O
watching,100.0,0.0,2,O
overhead.,100.0,0.0,1,O
Our,100.0,0.0,3,O
connection,100.0,0.0,3,O
stronger,100.0,0.0,4,O
jamming,100.0,0.0,1,O
R,100.0,0.0,1,O
company,100.0,0.0,5,O
teaches,100.0,0.0,1,O
caughtRussian,100.0,0.0,1,O
services,100.0,0.0,8,O
moved,100.0,0.0,4,O
cyber-teams,100.0,0.0,1,O
according,100.0,0.0,12,O
Mr Vitiuk.,100.0,0.0,1,Person
communicate,100.0,0.0,8,O
the military,100.0,0.0,3,Organisation
access,100.0,0.0,2,O
captured,100.0,0.0,3,O
communications.,100.0,0.0,1,O
A,100.0,0.0,22,O
gather,100.0,0.0,2,O
tactical,100.0,0.0,5,O
realise,100.0,0.0,3,O
hands,100.0,0.0,2,O
cyber-conflict,100.0,0.0,1,O
tightly,100.0,0.0,1,O
bound,100.0,0.0,1,O
operations,100.0,0.0,43,O
full-scale,100.0,0.0,1,O
earlier,100.0,0.0,9,O
public,100.0,0.0,9,O
panic,100.0,0.0,1,O
websites,100.0,0.0,1,O
offline,100.0,0.0,1,O
definitely,100.0,0.0,3,O
psychological,100.0,0.0,1,O
operation,100.0,0.0,2,O
Mr Vitiuk. Ukraine,100.0,0.0,1,Location
recover,100.0,0.0,1,O
hours,100.0,0.0,7,O
wave,100.0,0.0,1,O
cyber-attacks,100.0,0.0,6,O
began.,100.0,0.0,1,O
took,100.0,0.0,10,O
provider,100.0,0.0,3,O
Ukraine 's military,100.0,0.0,1,Organisation
communications,100.0,0.0,6,O
dashed,100.0,0.0,1,O
atrocities,100.0,0.0,2,O
emerged,100.0,0.0,4,O
importance,100.0,0.0,7,O
controlling,100.0,0.0,2,O
flow,100.0,0.0,9,O
increased.,100.0,0.0,1,O
1 March 2022,100.0,0.0,1,Temporal
combined cyber and missile strike,100.0,0.0,1,Weapon
TV,100.0,0.0,5,O
tower,100.0,0.0,4,O
deprive,100.0,0.0,1,O
truthful,100.0,0.0,1,O
Yurii Shchyhol,100.0,0.0,1,Person
state,100.0,0.0,9,O
service,100.0,0.0,13,O
protects,100.0,0.0,2,O
standing,100.0,0.0,2,O
black,100.0,0.0,1,O
scars,100.0,0.0,1,O
evident.,100.0,0.0,1,O
Engineers,100.0,0.0,1,O
scoured,100.0,0.0,1,O
replacement,100.0,0.0,1,O
broadcasting,100.0,0.0,1,O
restored.,100.0,0.0,1,O
Kyiv 's,100.0,0.0,5,Location
warMissiles,100.0,0.0,1,Weapon
struck,100.0,0.0,1,O
data,100.0,0.0,5,O
centre,100.0,0.0,5,O
location,100.0,0.0,3,O
remote,100.0,0.0,1,O
servers,100.0,0.0,1,O
Western technology companies,100.0,0.0,1,Organisation
fact,100.0,0.0,5,O
withstand,100.0,0.0,3,O
achievement,100.0,0.0,1,O
both,100.0,0.0,30,O
specialists,100.0,0.0,1,O
built,100.0,0.0,7,O
system,100.0,0.0,6,O
thanks,100.0,0.0,6,O
partners,100.0,0.0,30,O
Mr Shchyhol,100.0,0.0,1,Person
tech,100.0,0.0,1,O
workers,100.0,0.0,3,O
aided,100.0,0.0,1,O
effort.,100.0,0.0,1,O
cramped,100.0,0.0,1,O
Kyiv office,100.0,0.0,1,Location
young,100.0,0.0,2,O
volunteers,100.0,0.0,5,O
explain,100.0,0.0,2,O
called,100.0,0.0,10,O
Griselda,100.0,0.0,1,O
scrapes,100.0,0.0,1,O
up-to-date,100.0,0.0,1,O
situational,100.0,0.0,1,O
intelligence.,100.0,0.0,1,O
helps,100.0,0.0,3,O
government,100.0,0.0,13,Organisation
questions,100.0,0.0,5,O
everything,100.0,0.0,7,O
laid,100.0,0.0,3,O
repairing,100.0,0.0,1,O
accompanied,100.0,0.0,2,O
cyber-attacks.,100.0,0.0,1,O
cyber,100.0,0.0,13,O
tandem.,100.0,0.0,1,O
cyber-onslaught,100.0,0.0,1,O
remains,100.0,0.0,6,O
relentless,100.0,0.0,2,O
Victor Zhora,100.0,0.0,1,Person
oversees,100.0,0.0,2,O
cyber-defence,100.0,0.0,1,O
gives,100.0,0.0,1,O
tour,100.0,0.0,2,O
response,100.0,0.0,6,O
facility,100.0,0.0,2,O
runs,100.0,0.0,4,O
24,100.0,0.0,2,O
/,100.0,0.0,8,O
7.,100.0,0.0,1,O
heart,100.0,0.0,3,O
cyber-protection,100.0,0.0,1,O
beats,100.0,0.0,1,O
says.,100.0,0.0,7,O
busy.,100.0,0.0,1,O
screen,100.0,0.0,1,O
wall,100.0,0.0,1,O
peaks,100.0,0.0,1,O
troughs,100.0,0.0,1,O
war.,100.0,0.0,2,O
target.,100.0,0.0,1,O
While,100.0,0.0,5,O
office,100.0,0.0,5,O
staffers,100.0,0.0,1,O
dealing,100.0,0.0,1,O
the National Office of Statistics,100.0,0.0,1,Person
delays,100.0,0.0,1,O
release,100.0,0.0,2,O
inflation,100.0,0.0,1,O
figures.,100.0,0.0,2,O
BBCThis,100.0,0.0,1,O
protection,100.0,0.0,4,O
beats.,100.0,0.0,1,O
offVictor,100.0,0.0,1,O
ZhoraOversees,100.0,0.0,1,O
Security,100.0,0.0,7,O
Service,100.0,0.0,2,O
Illia Vitiuk 's,100.0,0.0,1,Person
works,100.0,0.0,4,O
elite,100.0,0.0,1,O
penetrate,100.0,0.0,1,O
computer,100.0,0.0,1,O
listen,100.0,0.0,1,O
phone,100.0,0.0,7,O
calls,100.0,0.0,4,O
debunked,100.0,0.0,1,O
myth,100.0,0.0,1,O
mighty,100.0,0.0,1,O
comparing,100.0,0.0,1,O
struggle,100.0,0.0,1,O
closely,100.0,0.0,8,O
matched,100.0,0.0,1,O
fighters,100.0,0.0,2,O
slugging,100.0,0.0,1,O
ring.,100.0,0.0,1,O
calls.,100.0,0.0,1,O
argues,100.0,0.0,1,O
digesting,100.0,0.0,1,O
throwing,100.0,0.0,1,O
cyber-expertise,100.0,0.0,1,O
leaves,100.0,0.0,1,O
little,100.0,0.0,7,O
capacity,100.0,0.0,7,O
targets.,100.0,0.0,1,O
directed,100.0,0.0,2,O
battling,100.0,0.0,1,O
adversary,100.0,0.0,3,O
allies,100.0,0.0,17,O
learning,100.0,0.0,2,O
ways,100.0,0.0,9,O
technology,100.0,0.0,8,O
integrated,100.0,0.0,10,O
Ukrainian generals,100.0,0.0,1,Person
summer,100.0,0.0,2,O
poised,100.0,0.0,1,O
pace,100.0,0.0,2,O
gains,100.0,0.0,3,O
Yes,100.0,0.0,24,O
true,100.0,0.0,2,O
Yuriy Sak,100.0,0.0,1,Person
advisor,100.0,0.0,7,O
Ukraine 's defence minister,100.0,0.0,1,Person
asked,100.0,0.0,3,O
happened.,100.0,0.0,1,O
Little,100.0,0.0,1,O
gaining,100.0,0.0,3,O
momentum,100.0,0.0,1,O
between,100.0,0.0,33,O
second,100.0,0.0,11,O
Ukraine 's top generals,100.0,0.0,1,Person
Brig Gen Oleksandr Tarnavskiy,100.0,0.0,1,Person
Britain 's Observer newspaper.,100.0,0.0,1,Organisation
words,100.0,0.0,4,O
echoed,100.0,0.0,1,O
the White House,100.0,0.0,2,Organisation
John Kirby,100.0,0.0,1,Person
Friday,100.0,0.0,4,Temporal
reporters,100.0,0.0,4,O
Washington,100.0,0.0,4,Location
achieved,100.0,0.0,2,O
focus,100.0,0.0,12,O
Ukraine 's counter-offensive,100.0,0.0,1,MilitaryPlatform
recent,100.0,0.0,14,O
expanding,100.0,0.0,5,O
bridgehead,100.0,0.0,2,O
tiny,100.0,0.0,3,O
village,100.0,0.0,8,O
blue,100.0,0.0,1,O
yellow,100.0,0.0,1,O
flag,100.0,0.0,2,O
allow,100.0,0.0,9,O
armoured units,100.0,0.0,1,Weapon
pass,100.0,0.0,5,O
without,100.0,0.0,12,O
fire,100.0,0.0,4,O
glance,100.0,0.0,2,O
mass,100.0,0.0,2,O
overlapping,100.0,0.0,1,O
complex,100.0,0.0,4,O
complete,100.0,0.0,2,O
tank traps,100.0,0.0,1,MilitaryPlatform
trenches.,100.0,0.0,1,MilitaryPlatform
converge,100.0,0.0,1,O
Without,100.0,0.0,2,O
air,100.0,0.0,13,O
cover,100.0,0.0,3,O
withering,100.0,0.0,1,O
Russian artillery fire,100.0,0.0,1,MilitaryPlatform
Ukrainian units,100.0,0.0,1,MilitaryPlatform
hazards,100.0,0.0,3,O
assault.,100.0,0.0,1,O
openings,100.0,0.0,1,O
appear,100.0,0.0,2,O
makes,100.0,0.0,1,O
easier,100.0,0.0,4,O
Mr Sak,100.0,0.0,1,Person
fog,100.0,0.0,2,O
warIt,100.0,0.0,1,O
assess,100.0,0.0,4,O
significance,100.0,0.0,3,O
claims.,100.0,0.0,1,O
officials,100.0,0.0,6,O
extremely,100.0,0.0,4,O
tight-lipped,100.0,0.0,1,O
precise,100.0,0.0,2,O
details,100.0,0.0,4,O
preferring,100.0,0.0,1,O
shroud,100.0,0.0,1,O
reluctant,100.0,0.0,1,O
releasing,100.0,0.0,1,O
sensitive,100.0,0.0,2,O
information.,100.0,0.0,1,O
does,100.0,0.0,16,O
give,100.0,0.0,7,O
different,100.0,0.0,6,O
accounts,100.0,0.0,1,O
happening,100.0,0.0,2,O
Approached,100.0,0.0,1,O
Saturday,100.0,0.0,3,Temporal
Ukraine 's 46th Air Assault Brigade,100.0,0.0,1,Organisation
continuing,100.0,0.0,4,O
less,100.0,0.0,6,O
surprising,100.0,0.0,1,O
sounds.,100.0,0.0,1,O
plethora,100.0,0.0,1,O
units,100.0,0.0,9,O
concentrating,100.0,0.0,1,O
narrow,100.0,0.0,1,O
section,100.0,0.0,2,O
specific,100.0,0.0,6,O
tasks.,100.0,0.0,1,O
necessarily,100.0,0.0,1,O
elsewhere.,100.0,0.0,1,O
source,100.0,0.0,6,O
ReutersImage,100.0,0.0,1,O
serviceman,100.0,0.0,2,O
looks,100.0,0.0,3,O
a destroyed Ukrainian tank,100.0,0.0,1,MilitaryPlatform
RobotyneOne,100.0,0.0,1,O
volunteer battalion,100.0,0.0,1,MilitaryPlatform
call,100.0,0.0,12,O
Skala,100.0,0.0,2,Person
told,100.0,0.0,21,O
Reuters news agency,100.0,0.0,1,Organisation
men,100.0,0.0,6,O
On,100.0,0.0,13,O
Sunday,100.0,0.0,5,O
us,100.0,0.0,35,O
pushing,100.0,0.0,3,O
Literally,100.0,0.0,1,O
Zaporizhzhia region,100.0,0.0,2,Location
the sea,100.0,0.0,1,Location
voice,100.0,0.0,1,O
message,100.0,0.0,2,O
giving,100.0,0.0,3,O
want,100.0,0.0,12,O
rush,100.0,0.0,1,O
ahead,100.0,0.0,9,O
General Staff,100.0,0.0,1,Organisation
fastest,100.0,0.0,1,O
Hard,100.0,0.0,1,O
gauge,100.0,0.0,1,O
nature,100.0,0.0,8,O
Kremlin,100.0,0.0,3,Organisation
alarmed,100.0,0.0,1,O
recently,100.0,0.0,7,O
sent,100.0,0.0,9,O
elite troops,100.0,0.0,1,MilitaryPlatform
bolster,100.0,0.0,4,O
railway,100.0,0.0,4,O
hub,100.0,0.0,2,O
21km,100.0,0.0,1,O
According,100.0,0.0,5,O
"the Washington-based Institute for the Study of War ( ISW ) ,",100.0,0.0,1,Organisation
third,100.0,0.0,8,O
lateral,100.0,0.0,1,O
deployment,100.0,0.0,6,O
span,100.0,0.0,1,O
suggests,100.0,0.0,1,O
increasing,100.0,0.0,5,O
concern,100.0,0.0,3,O
stability,100.0,0.0,23,O
ISW,100.0,0.0,1,Organisation
assessment,100.0,0.0,3,O
experts,100.0,0.0,5,O
claim,100.0,0.0,1,O
forcing,100.0,0.0,2,O
wear,100.0,0.0,2,O
involve,100.0,0.0,1,O
reserves,100.0,0.0,1,O
exhaust,100.0,0.0,1,O
Serhiy Kuzan,100.0,0.0,1,Person
the Ukrainian Security and Cooperation Centre,100.0,0.0,1,Organisation
Kyiv think tank,100.0,0.0,1,Organisation
ties,100.0,0.0,4,O
exploit,100.0,0.0,2,O
weakness,100.0,0.0,1,O
thing,100.0,0.0,8,O
wo,100.0,0.0,3,O
orders,100.0,0.0,1,O
deeper,100.0,0.0,1,O
apparently,100.0,0.0,3,O
glacial,100.0,0.0,1,O
Mr Kuzan,100.0,0.0,3,Person
fundamental,100.0,0.0,2,O
objective,100.0,0.0,4,O
winter,100.0,0.0,3,O
arrives,100.0,0.0,1,O
open,100.0,0.0,9,O
question,100.0,0.0,10,O
Ideally,100.0,0.0,1,O
reached,100.0,0.0,2,O
cutting,100.0,0.0,1,O
bridge,100.0,0.0,1,O
the Crimean Peninsula,100.0,0.0,1,Location
happen,100.0,0.0,6,O
determined,100.0,0.0,3,O
presence,100.0,0.0,4,O
southern,100.0,0.0,3,O
the Kherson region,100.0,0.0,1,MilitaryPlatform
Dnipro river,100.0,0.0,1,Location
Some,100.0,0.0,4,O
links,100.0,0.0,6,O
passes,100.0,0.0,1,O
long range weapons,100.0,0.0,1,Weapon
the Himars multiple rocket launcher,100.0,0.0,1,Weapon
With,100.0,0.0,6,O
rail,100.0,0.0,1,O
link,100.0,0.0,2,O
the Kerch Bridge,100.0,0.0,1,Location
repeated,100.0,0.0,2,O
transporting,100.0,0.0,1,O
70,100.0,0.0,2,O
supplies,100.0,0.0,1,O
the M-14 highway,100.0,0.0,1,Location
route…,100.0,0.0,1,O
meaning,100.0,0.0,1,O
guns,100.0,0.0,2,O
distant,100.0,0.0,1,O
goal.,100.0,0.0,1,O
The M-14,100.0,0.0,1,Location
80km,100.0,0.0,1,O
away.,100.0,0.0,4,O
multiple,100.0,0.0,15,O
every,100.0,0.0,8,O
step,100.0,0.0,9,O
Another,100.0,0.0,7,O
encounter,100.0,0.0,1,O
among,100.0,0.0,18,O
hardest,100.0,0.0,1,O
phases.,100.0,0.0,1,O
point.,100.0,0.0,3,O
Tough,100.0,0.0,1,O
battles,100.0,0.0,2,O
expected,100.0,0.0,1,O
fronts.,100.0,0.0,1,O
won,100.0,0.0,4,O
too,100.0,0.0,13,O
diplomatic,100.0,0.0,3,O
gains.,100.0,0.0,1,O
support,100.0,0.0,70,O
remained,100.0,0.0,3,O
largely,100.0,0.0,8,O
strong.,100.0,0.0,2,O
cracks,100.0,0.0,1,O
beginning,100.0,0.0,4,O
form,100.0,0.0,5,O
the pro-Ukraine alliance. The United States,100.0,0.0,1,Location
supporter,100.0,0.0,2,O
allocating,100.0,0.0,1,O
$ 110bn,100.0,0.0,1,Money
£90bn,100.0,0.0,1,Money
economic,100.0,0.0,8,O
support.,100.0,0.0,4,O
Yet,100.0,0.0,1,O
weekend,100.0,0.0,3,O
Congress,100.0,0.0,11,Organisation
plans,100.0,0.0,5,O
$ 6bn,100.0,0.0,2,Money
bitter,100.0,0.0,2,O
internal,100.0,0.0,5,O
fund,100.0,0.0,2,O
federal,100.0,0.0,1,O
government.,100.0,0.0,1,Organisation
Republicans,100.0,0.0,10,O
curbed,100.0,0.0,1,O
should,100.0,0.0,8,O
President Biden,100.0,0.0,3,Person
US border security. Mr Biden,100.0,0.0,1,Person
promised,100.0,0.0,3,O
$ 24bn,100.0,0.0,2,Money
side,100.0,0.0,6,O
the Atlantic,100.0,0.0,1,Location
ally,100.0,0.0,3,O
Slovakia,100.0,0.0,3,Location
saw,100.0,0.0,2,O
Robert Fico 's,100.0,0.0,1,Person
party,100.0,0.0,11,O
win,100.0,0.0,2,O
seats,100.0,0.0,3,O
although,100.0,0.0,5,O
coalition.,100.0,0.0,1,O
populist,100.0,0.0,4,O
former,100.0,0.0,7,O
prime,100.0,0.0,2,O
minister,100.0,0.0,3,O
widely,100.0,0.0,2,O
pro-Moscow,100.0,0.0,1,Organisation
anti-Kyiv,100.0,0.0,1,Location
campaigned,100.0,0.0,2,O
promise,100.0,0.0,1,O
People,100.0,0.0,3,O
bigger,100.0,0.0,2,O
said.,100.0,0.0,11,O
means,100.0,0.0,6,O
Viktor Orban 's Hungary,100.0,0.0,1,Location
European Union,100.0,0.0,4,Organisation
ready,100.0,0.0,9,O
veto,100.0,0.0,1,O
collective,100.0,0.0,5,O
EU,100.0,0.0,25,Organisation
Neighbouring,100.0,0.0,1,O
soon,100.0,0.0,2,O
doubts,100.0,0.0,1,O
supporting,100.0,0.0,15,O
aired.,100.0,0.0,1,O
ruling,100.0,0.0,1,O
Law,100.0,0.0,2,O
Justice,100.0,0.0,1,O
Party,100.0,0.0,1,O
halt,100.0,0.0,1,O
import,100.0,0.0,1,O
cheap,100.0,0.0,1,O
Polish,100.0,0.0,3,O
